Date,Year,Format,Opponent,OpponentTeam,Venue,Runs,Balls,StrikeRate,Fours,Sixes,Is50,Is100,Format_TotalMatches,Format_TotalInnings,Format_CareerRuns,Format_CareerCenturies,Format_CareerHalfCenturies,Format_CareerHighestScore,Format_CareerAverage,Format_CareerStrikeRate,Format_Status
2023-07-16,2023,IPL,,Royal Challengers Bengaluru,Narendra Modi Ahmedabad,12,12,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-08-10,2023,IPL,,Chennai Super Kings,Arun Jaitley Delhi,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-09-05,2023,IPL,,Gujarat Titans,Eden Gardens Kolkata,95,95,100.0,11,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-10-01,2023,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,23,23,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-10-26,2023,IPL,,Lucknow Super Giants,Eden Gardens Kolkata,81,81,100.0,7,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-11-21,2023,IPL,,Gujarat Titans,Eden Gardens Kolkata,49,49,100.0,6,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2023-12-17,2023,IPL,,Gujarat Titans,Narendra Modi Ahmedabad,38,38,100.0,5,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-01-11,2024,IPL,,Rajasthan Royals,Eden Gardens Kolkata,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-02-06,2024,IPL,,Rajasthan Royals,Arun Jaitley Delhi,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-03-03,2024,IPL,,Lucknow Super Giants,Wankhede Stadium Mumbai,16,16,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-03-29,2024,IPL,,Lucknow Super Giants,Chepauk Chennai,81,81,100.0,10,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-04-23,2024,IPL,,Kolkata Knight Riders,Chepauk Chennai,40,40,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-05-19,2024,IPL,,Sunrisers Hyderabad,Eden Gardens Kolkata,8,8,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-06-14,2024,IPL,,Punjab Kings,Arun Jaitley Delhi,0,12,0.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-07-09,2024,IPL,,Rajasthan Royals,Chepauk Chennai,103,103,100.0,12,1,0,1,261,257,7368,2,49,109,29.7,130.0,Active
2024-08-04,2024,IPL,,Gujarat Titans,Narendra Modi Ahmedabad,49,49,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-08-30,2024,IPL,,Chennai Super Kings,Wankhede Stadium Mumbai,13,13,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-09-24,2024,IPL,,Rajasthan Royals,Wankhede Stadium Mumbai,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-10-20,2024,IPL,,Sunrisers Hyderabad,Eden Gardens Kolkata,27,27,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-11-15,2024,IPL,,Punjab Kings,Narendra Modi Ahmedabad,6,6,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2024-12-10,2024,IPL,,Royal Challengers Bengaluru,Wankhede Stadium Mumbai,2,2,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-01-05,2025,IPL,,Punjab Kings,Chinnaswamy Bengaluru,13,13,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-01-31,2025,IPL,,Kolkata Knight Riders,Wankhede Stadium Mumbai,14,14,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-02-25,2025,IPL,,Kolkata Knight Riders,Eden Gardens Kolkata,3,3,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-03-23,2025,IPL,,Delhi Capitals,Chepauk Chennai,47,47,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-04-18,2025,IPL,,Chennai Super Kings,Arun Jaitley Delhi,33,33,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-05-13,2025,IPL,,Royal Challengers Bengaluru,Arun Jaitley Delhi,13,13,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-06-08,2025,IPL,,Rajasthan Royals,Narendra Modi Ahmedabad,23,23,100.0,2,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-07-04,2025,IPL,,Royal Challengers Bengaluru,Chepauk Chennai,73,73,100.0,8,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-07-29,2025,IPL,,Gujarat Titans,Chepauk Chennai,33,33,100.0,4,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-08-24,2025,IPL,,Gujarat Titans,Chinnaswamy Bengaluru,58,58,100.0,6,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-09-19,2025,IPL,,Gujarat Titans,Wankhede Stadium Mumbai,1,1,100.0,0,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-10-14,2025,IPL,,Delhi Capitals,Narendra Modi Ahmedabad,10,10,100.0,1,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-11-09,2025,IPL,,Gujarat Titans,Arun Jaitley Delhi,85,85,100.0,11,1,1,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-12-05,2025,IPL,,Sunrisers Hyderabad,Wankhede Stadium Mumbai,27,27,100.0,3,0,0,0,261,257,7368,2,49,109,29.7,130.0,Active
2025-12-31,2025,IPL,,Royal Challengers Bengaluru,Wankhede Stadium Mumbai,73,73,100.0,6,0,1,0,261,257,7368,2,49,109,29.7,130.0,Active
